13920009	404684003
48694002	404684003
91175000	404684003
239873007	396275006
301004001	233604007
17741008	90176007
109989006	404684003
34436003	404684003
58214004	404684003
7520000	404684003
195742007	50417007
5913000	71620000
233606009	50417007
233606009	233604007
37796009	404684003
2043009	4556007
414916001	404684003
282026002	404684003
279069000	404684003
61586001	71388002
135860001	161891005
25702006	404684003
312891008	71388002
236433006	404684003
281255004	81060008
28432003	128477000
49631001	404684003
309585006	271787007
309585006	271594007
46635009	404684003
267064002	404684003
32398004	404684003
169836001	118215003
10633002	42343007
95598005	79883001
372244006	404684003
22220005	404684003
85502002	236021006
85502002	236022004
64905009	58214004
16932000	404684003
82127005	128477000
289260002	404684003
81060008	404684003
27836007	10509002
27836007	195742007
40541001	404684003
195080001	5370000
195080001	49436004
37372002	404684003
20824003	76581006
82403002	404684003
397881000	404684003
266257000	404684003
308277006	404684003
49436004	404684003
76844004	404684003
36083008	404684003
266569009	404684003
32273002	404684003
398157006	397881000
285381006	195951007
285381006	195742007
7093002	21522001
385093006	233604007
64109004	404684003
68566005	404684003
169826009	118215003
197060001	81060008
235919008	266474003
420422005	404684003
386692008	404684003
76618002	404684003
401303003	57054005
94271003	404684003
110265006	404684003
398022005	404684003
78623009	404684003
84114007	404684003
68368005	266474003
68368005	20824003
25064002	404684003
266474003	404684003
112690009	71388002
402536001	254701007
94503003	399068003
48867003	404684003
307733001	404684003
5370000	404684003
64766004	64226004
54840006	404684003
21639008	404684003
442438000	34014006
442438000	275498002
128053003	404684003
42343007	84114007
45198002	404684003
71186008	10509002
442311008	243796009
46068001	404684003
46970008	50417007
46970008	233604007
6893006	118216002
418567000	404684003
12295008	404684003
302213007	400047006
27885002	404684003
195951007	13645005
396347007	404684003
78275009	404684003
429196001	281255004
401314000	57054005
79883001	404684003
430937009	82271004
118215003	404684003
445378003	12295008
55680006	404684003
396285007	32398004
396285007	233604007
198130006	404684003
94391008	404684003
75694006	404684003
281239006	195967001
128060009	404684003
16863000	17369002
195677001	17741008
195677001	16358007
35489007	404684003
399326009	126885006
371088008	404684003
69896004	404684003
27541007	404684003
295124009	55680006
126885006	404684003
200652002	128045006
267201003	404684003
95563007	75694006
233985008	404684003
5505005	10509002
5505005	4120002
371374003	404684003
387712008	404684003
84757009	128613002
128477000	404684003
238456006	272379006
59282003	404684003
236037000	404684003
102589003	29857009
13645005	404684003
42338000	25374005
281245003	29857009
281245003	279069000
427910000	64226004
427910000	307496006
427910000	398157006
266571009	404684003
85189001	74400008
24700007	404684003
192041001	404684003
90560007	404684003
54150009	275498002
363418001	404684003
89627008	404684003
4557003	194828000
263172003	82271004
87522002	271737000
47639008	404684003
393563007	404684003
254701007	404684003
89251007	65275009
89251007	266474003
28913000	173422009
279992002	404684003
230456007	84757009
76742009	404684003
263199001	404684003
161891005	404684003
37389005	21522001
197983000	404684003
65363002	404684003
91861009	404684003
230736007	404684003
4120002	32398004
80394007	404684003
